make,model,year,engine_size,cylinders,transmission,fuel_type,city_mpg,highway_mpg,combined_mpg,co2_emissions
Audi,S8,1999,4.2,8,Automatic,Gasoline,14.3,19.3,16.8,529.1591690970777
Audi,S8,1999,4.2,8,Manual,Gasoline,11.3,24.2,17.2,517.8200440449973
Audi,S8,2005,5.2,10,Automatic,Gasoline,11.9,24.2,17.6,506.4809189929171
Audi,S8,2005,5.2,10,Automatic,Gasoline,12.4,26.1,18.1,491.3620855901435
Audi,S8,2012,4.0,8,Automatic,Gasoline,19.6,26.5,23.1,385.53025177072794
Audi,S8,2013,4.0,8,Automatic,Gasoline,17.3,32.2,24.5,362.85200166656745
Audi,S8,2013,4.0,8,Automatic,Gasoline,17.2,29.8,23.5,377.97083506934115
Audi,Sq2,2018,2.0,4,Automatic,Gasoline,26.7,37.9,32.7,272.1390012499256
Audi,Sq2,2020,2.0,4,Automatic,Gasoline,25.3,35.1,30.5,291.03754300339267
Audi,Sq5,2017,3.0,6,Automatic,Gasoline,21.8,34.6,28.3,313.71579310755317
Audi,Sq5,2020,3.0,6,Automatic,Diesel,27.0,39.2,33.6,264.57958454853883
Audi,Sq5,2012,3.0,6,Automatic,Diesel,30.9,36.8,34.6,257.0201678471519
Audi,Sq5,2012,3.0,6,Automatic,Gasoline,20.5,33.6,27.0,328.83462651032676
Audi,Sq7,2016,4.0,8,Automatic,Diesel,27.0,34.1,30.9,287.2578346526992
Audi,Sq7,2019,4.0,4,Automatic,Diesel,22.0,31.4,27.0,328.83462651032676
Audi,Sq7,2019,4.0,8,Automatic,Diesel,27.4,33.6,30.9,287.2578346526992
Audi,Sq8,2019,4.0,8,Automatic,Diesel,23.1,33.1,28.3,313.71579310755317
Audi,Sq8,2019,4.0,8,Automatic,Diesel,27.4,32.2,30.2,294.8172513540861
Audi,Tt,2006,1.8,4,Automatic,Gasoline,28.0,45.2,36.8,241.90133444437834
Audi,Tt,2006,1.8,4,Manual,Gasoline,26.1,44.4,35.1,253.24045949645856
Audi,Tt,2006,2.0,4,Automatic,Gasoline,22.2,39.2,30.5,291.03754300339267
Audi,Tt,2006,2.0,4,Automatic,Gasoline,22.0,39.2,30.5,291.03754300339267
Audi,Tt,2006,2.0,4,Automatic,Diesel,33.6,50.0,42.8,207.88395928813762
Audi,Tt,2006,2.0,4,Automatic,Gasoline,22.4,38.6,30.5,291.03754300339267
Audi,Tt,2006,2.0,4,Automatic,Gasoline,22.0,39.2,30.5,291.03754300339267
Audi,Tt,2006,2.0,4,Manual,Gasoline,22.0,39.2,30.5,291.03754300339267
Audi,Tt,2006,2.0,4,Manual,Gasoline,22.0,39.2,30.5,291.03754300339267
Audi,Tt,2006,2.0,4,Manual,Diesel,33.6,54.7,44.4,200.3245425867508
Audi,Tt,2006,3.2,6,Automatic,Gasoline,17.3,30.5,24.0,370.41141836795435
Audi,Tt,2006,3.2,6,Manual,Gasoline,16.0,30.2,22.8,389.3099601214214
Audi,Tt,2006,1.8,4,Manual,Gasoline,26.1,44.4,35.1,253.24045949645856
Audi,Tt,2006,2.0,4,Manual,Diesel,33.6,54.7,44.4,200.3245425867508
Audi,Tt,2006,2.0,4,Manual,Gasoline,22.0,39.2,30.5,291.03754300339267
Audi,Tt,2006,2.0,4,Automatic,Gasoline,22.2,39.2,30.5,291.03754300339267
Audi,Tt,2006,2.0,4,Automatic,Gasoline,22.2,39.2,30.5,291.03754300339267
Audi,Tt,2006,3.2,4,Manual,Gasoline,16.0,30.2,22.8,389.3099601214214
Audi,Tt,2006,3.2,4,Automatic,Gasoline,18.2,32.2,25.0,355.2925849651807
Audi,Tt,2006,1.8,4,Automatic,Gasoline,27.4,44.4,35.6,249.46075114576513
Audi,Tt,2006,1.8,4,Manual,Gasoline,25.8,42.0,34.1,260.7998761978454
Audi,Tt,2006,2.0,4,Automatic,Gasoline,21.8,38.6,30.2,294.8172513540861
Audi,Tt,2006,2.0,4,Automatic,Gasoline,23.5,42.0,32.7,272.1390012499256
Audi,Tt,2006,2.0,4,Automatic,Diesel,33.1,49.0,42.0,211.66366763883101
Audi,Tt,2006,2.0,4,Automatic,Gasoline,22.4,37.3,30.2,294.8172513540861
Audi,Tt,2006,2.0,4,Automatic,Gasoline,22.4,37.3,30.2,294.8172513540861
Audi,Tt,2006,2.0,4,Manual,Gasoline,22.0,37.9,30.2,294.8172513540861
Audi,Tt,2006,2.0,4,Manual,Gasoline,26.1,43.6,35.1,253.24045949645856
Audi,Tt,2006,2.0,4,Manual,Diesel,32.7,52.3,42.8,207.88395928813762
Audi,Tt,2006,2.0,4,Manual,Gasoline,17.7,33.1,24.8,359.0722933158741
Audi,Tt,2006,3.2,6,Automatic,Gasoline,15.7,28.7,22.0,404.428793524195
Audi,Tt,2006,3.2,6,Manual,Gasoline,15.9,30.2,22.6,393.08966847211485
Audi,Tt,2006,1.8,4,Manual,Gasoline,21.0,36.8,28.7,309.9360847568597
Audi,Tt,2006,2.0,4,Manual,Gasoline,22.0,37.9,30.2,294.8172513540861
Audi,Tt,2006,2.0,4,Automatic,Gasoline,21.8,38.6,30.2,294.8172513540861
Audi,Tt,2006,2.0,4,Automatic,Gasoline,22.4,37.3,30.2,294.8172513540861
Audi,Tt,2006,3.2,6,Manual,Gasoline,15.9,30.2,22.6,393.08966847211485
Audi,Tt,2006,3.2,6,Automatic,Gasoline,17.3,30.9,24.0,370.41141836795435
Audi,Tt,2006,2.5,5,Manual,Gasoline,18.0,34.1,25.6,347.73316826379386
Audi,Tt,2006,2.5,5,Manual,Gasoline,18.0,34.1,25.6,347.73316826379386
Audi,Tt,2006,2.0,4,Manual,Gasoline,21.4,36.8,29.0,306.1563764061663
Audi,Tt,2006,2.0,4,Manual,Gasoline,21.4,36.8,29.0,306.1563764061663
Audi,Tt,2010,1.8,4,Automatic,Gasoline,28.0,45.2,36.8,241.90133444437834
Audi,Tt,2010,1.8,4,Manual,Gasoline,27.7,45.2,36.8,241.90133444437834
Audi,Tt,2010,2.0,4,Automatic,Diesel,33.6,50.0,42.8,207.88395928813762
Audi,Tt,2010,2.0,4,Automatic,Gasoline,23.8,41.3,32.7,272.1390012499256
Audi,Tt,2010,2.0,4,Manual,Gasoline,26.4,45.2,35.6,249.46075114576513
Audi,Tt,2010,2.0,4,Manual,Diesel,33.6,54.7,44.4,200.3245425867508
Audi,Tt,2010,1.8,4,Manual,Gasoline,27.7,45.2,36.8,241.90133444437834
Audi,Tt,2010,1.8,4,Automatic,Gasoline,28.0,45.2,36.8,241.90133444437834
Audi,Tt,2010,2.0,4,Manual,Gasoline,26.4,45.2,35.6,249.46075114576513
Audi,Tt,2010,2.0,4,Automatic,Gasoline,23.8,41.3,32.7,272.1390012499256
Audi,Tt,2010,2.0,4,Automatic,Gasoline,23.8,45.2,35.6,249.46075114576513
Audi,Tt,2010,1.8,4,Automatic,Gasoline,27.4,44.4,35.6,249.46075114576513
Audi,Tt,2010,1.8,4,Manual,Gasoline,27.4,44.4,36.2,245.68104279507176
Audi,Tt,2010,2.0,4,Automatic,Diesel,33.1,49.0,42.0,211.66366763883101
Audi,Tt,2010,2.0,4,Automatic,Gasoline,23.5,42.0,32.7,272.1390012499256
Audi,Tt,2010,2.0,4,Manual,Gasoline,26.1,43.6,35.1,253.24045949645856
Audi,Tt,2010,2.0,4,Manual,Diesel,32.7,52.3,42.8,207.88395928813762
Audi,Tt,2010,1.8,4,Manual,Gasoline,27.4,44.4,36.2,245.68104279507176
Audi,Tt,2010,1.8,4,Automatic,Gasoline,27.4,44.4,35.6,249.46075114576513
Audi,Tt,2010,2.0,4,Manual,Gasoline,26.1,43.6,35.1,253.24045949645856
Audi,Tt,2010,2.0,4,Automatic,Gasoline,23.1,41.3,31.8,279.6984179513125
Audi,Tt,2010,2.0,4,Automatic,Gasoline,23.5,42.0,32.7,272.1390012499256
Audi,Tt,2010,2.5,5,Manual,Gasoline,18.7,34.6,26.1,340.17375156240706
Audi,Tt,2010,2.5,5,Manual,Gasoline,18.7,34.6,26.1,340.17375156240706
Audi,Tt,2010,2.5,5,Automatic,Gasoline,19.1,37.3,27.7,321.27520980893996
Audi,Tt,2010,2.5,5,Automatic,Gasoline,19.1,37.3,27.7,321.27520980893996
Audi,Tt,2010,2.5,5,Manual,Gasoline,17.7,32.7,24.8,359.0722933158741
Audi,Tt,2010,2.5,5,Manual,Gasoline,18.4,33.6,25.8,343.9534599131004
Audi,Tt,2010,2.5,5,Automatic,Gasoline,19.0,36.8,27.4,325.05491815963336
Audi,Tt,2010,2.5,5,Automatic,Gasoline,19.0,36.8,27.4,325.05491815963336
Audi,Tt,2010,2.0,4,Manual,Gasoline,21.8,37.9,29.8,298.5969597047795
Audi,Tt,2010,2.0,4,Automatic,Gasoline,22.2,39.2,30.5,291.03754300339267
Audi,Tt,2010,2.0,4,Manual,Gasoline,21.6,36.8,29.0,306.1563764061663
Audi,Tt,2010,2.0,4,Automatic,Gasoline,21.8,37.9,29.8,298.5969597047795
Audi,Tt,1998,1.8,4,Automatic,Gasoline,21.0,36.8,28.7,309.9360847568597
Audi,Tt,1998,1.8,4,Automatic,Gasoline,21.0,36.8,29.0,306.1563764061663
Audi,Tt,1998,1.8,4,Manual,Gasoline,21.0,36.8,28.7,309.9360847568597
Audi,Tt,1998,1.8,4,Manual,Gasoline,21.0,36.8,29.0,306.1563764061663
Audi,Tt,1998,1.8,4,Manual,Gasoline,18.0,30.9,25.0,355.2925849651807
Audi,Tt,1998,1.8,4,Manual,Gasoline,17.7,33.1,25.0,355.2925849651807
Audi,Tt,1998,1.8,4,Automatic,Gasoline,17.8,34.6,25.8,343.9534599131004
Audi,Tt,1998,1.8,4,Manual,Gasoline,21.2,37.3,29.0,306.1563764061663
Audi,Tt,1998,1.8,4,Manual,Gasoline,21.2,37.3,29.0,306.1563764061663
Audi,Tt,1998,1.8,4,Manual,Gasoline,18.1,31.4,25.0,355.2925849651807
Audi,Tt,1998,1.8,4,Manual,Gasoline,17.7,33.1,25.0,355.2925849651807
Audi,Tt,1998,3.2,4,Manual,Gasoline,17.3,30.9,24.0,370.41141836795435
Audi,Tt,1998,3.2,4,Automatic,Gasoline,15.8,29.0,22.2,400.6490851735016
Audi,Tt,1998,1.8,4,Automatic,Gasoline,17.8,34.1,25.6,347.73316826379386
Audi,Tt,1998,1.8,4,Manual,Gasoline,21.0,36.8,28.7,309.9360847568597
Audi,Tt,1998,1.8,4,Manual,Gasoline,21.0,36.8,28.7,309.9360847568597
Audi,Tt,1998,1.8,4,Manual,Gasoline,18.0,30.9,24.8,359.0722933158741
Audi,Tt,1998,1.8,4,Manual,Gasoline,17.7,33.1,25.0,355.2925849651807
Audi,Tt,1998,3.2,6,Manual,Gasoline,15.7,28.7,22.0,404.428793524195
Audi,Tt,1998,3.2,6,Automatic,Gasoline,18.1,30.5,23.8,374.19112671864775
Audi,Tt,2002,1.8,4,Automatic,Gasoline,21.0,36.8,28.7,309.9360847568597
Audi,Tt,2002,1.8,4,Automatic,Gasoline,21.0,36.8,29.0,306.1563764061663
Audi,Tt,2002,1.8,4,Manual,Gasoline,21.0,36.8,28.7,309.9360847568597
Audi,Tt,2002,1.8,4,Manual,Gasoline,18.0,30.9,25.0,355.2925849651807
Audi,Tt,2002,1.8,4,Manual,Gasoline,17.7,33.1,25.0,355.2925849651807
Audi,Tt,2002,3.2,6,Automatic,Gasoline,18.1,30.5,23.8,374.19112671864775
Audi,Tt,2002,1.8,4,Automatic,Gasoline,17.8,34.6,25.8,343.9534599131004
Audi,Tt,2002,1.8,4,Manual,Gasoline,21.2,37.3,29.0,306.1563764061663
Audi,Tt,2002,1.8,4,Manual,Gasoline,21.2,37.3,29.0,306.1563764061663
Audi,Tt,2002,1.8,4,Manual,Gasoline,18.1,31.4,25.0,355.2925849651807
Audi,Tt,2002,1.8,4,Manual,Gasoline,17.7,33.1,25.0,355.2925849651807
Audi,Tt,2002,1.8,4,Manual,Gasoline,17.8,33.6,25.3,351.5128766144873
Audi,Tt,2002,3.2,4,Manual,Gasoline,17.3,30.9,24.0,370.41141836795435
Audi,Tt,2002,3.2,4,Automatic,Gasoline,15.8,29.0,22.2,400.6490851735016
Audi,Tt,2002,1.8,4,Automatic,Gasoline,17.8,34.1,25.6,347.73316826379386
Audi,Tt,2002,1.8,4,Manual,Gasoline,21.0,36.8,28.7,309.9360847568597
Audi,Tt,2002,1.8,4,Manual,Gasoline,21.0,36.8,28.7,309.9360847568597
Audi,Tt,2002,1.8,4,Manual,Gasoline,18.0,30.9,24.8,359.0722933158741
Audi,Tt,2002,1.8,4,Manual,Gasoline,17.7,33.1,25.0,355.2925849651807
Audi,Tt,2002,3.2,6,Manual,Gasoline,15.7,28.7,22.0,404.428793524195
Audi,Tt,2002,3.2,6,Automatic,Gasoline,18.1,30.5,23.8,374.19112671864775
Audi,Tt,2014,1.8,4,Automatic,Gasoline,33.6,48.0,41.3,215.44337598952447
Audi,Tt,2014,1.8,4,Manual,Gasoline,31.8,48.0,40.6,219.22308434021787
Audi,Tt,2014,2.0,4,Automatic,Gasoline,28.3,43.6,36.8,241.90133444437834
Audi,Tt,2014,2.0,4,Manual,Diesel,48.0,63.6,56.0,158.74775072912328
Audi,Tt,2014,2.0,4,Manual,Gasoline,32.2,47.0,39.9,223.00279269091126
Audi,Tt,2014,1.8,4,Manual,Gasoline,31.4,47.0,39.9,223.00279269091126
Audi,Tt,2014,1.8,4,Automatic,Gasoline,33.1,47.0,40.6,219.22308434021787
Audi,Tt,2014,2.0,4,Manual,Diesel,48.0,63.6,56.0,158.74775072912328
Audi,Tt,2014,2.0,4,Automatic,Diesel,38.6,50.0,45.2,196.54483423605743
Audi,Tt,2014,2.0,4,Manual,Gasoline,32.2,47.0,39.9,223.00279269091126
Audi,Tt,2014,2.0,4,Automatic,Gasoline,28.7,45.2,36.8,241.90133444437834
Audi,Tt,2014,2.0,4,Automatic,Gasoline,23.1,30.2,26.1,340.17375156240706
Audi,Tt,2014,2.0,4,Automatic,Gasoline,28.0,42.8,36.2,245.68104279507176
Audi,Tt,2014,1.8,4,Automatic,Gasoline,33.1,47.0,40.6,219.22308434021787
Audi,Tt,2014,1.8,4,Manual,Gasoline,31.4,47.0,39.9,223.00279269091126
Audi,Tt,2014,2.0,4,Automatic,Gasoline,27.7,42.0,35.1,253.24045949645856
Audi,Tt,2014,2.0,4,Manual,Diesel,46.1,60.3,54.7,162.52745907981668
Audi,Tt,2014,2.0,4,Manual,Gasoline,31.4,45.2,33.6,264.57958454853883
Audi,Tt,2014,1.8,4,Manual,Gasoline,30.9,46.1,39.2,226.78250104160466
Audi,Tt,2014,1.8,4,Automatic,Gasoline,32.7,46.1,39.9,223.00279269091126
Audi,Tt,2014,2.0,4,Manual,Diesel,46.1,60.3,54.7,162.52745907981668
Audi,Tt,2014,2.0,4,Automatic,Diesel,37.3,48.0,43.6,204.10425093744425
Audi,Tt,2014,2.0,4,Manual,Gasoline,30.5,43.6,37.9,234.3419177429915
Audi,Tt,2014,2.0,4,Automatic,Gasoline,27.4,42.0,35.1,253.24045949645856
Audi,Tt,2014,2.0,4,Automatic,Gasoline,27.0,40.6,34.1,260.7998761978454
Audi,Tt,2014,2.0,4,Automatic,Gasoline,23.1,30.2,26.1,340.17375156240706
Audi,Tt,2014,2.5,5,Automatic,Gasoline,20.8,36.8,28.7,309.9360847568597
Audi,Tt,2014,2.5,5,Automatic,Gasoline,19.0,29.0,22.0,404.428793524195
Audi,Tt,2014,2.5,5,Automatic,Gasoline,20.6,36.2,28.3,313.71579310755317
Audi,Tt,2014,2.0,4,Manual,Gasoline,25.6,41.3,33.1,268.35929289923223
Audi,Tt,2014,2.0,4,Automatic,Gasoline,23.1,27.0,25.0,355.2925849651807
Audi,Tt,2014,2.0,4,Automatic,Gasoline,28.3,39.9,34.6,257.0201678471519
Audi,Tt,2014,2.0,4,Manual,Gasoline,25.3,38.6,32.2,275.918709600619
Audi,Tt,2014,2.0,4,Automatic,Gasoline,28.0,39.2,34.1,260.7998761978454
Audi,Tt,2018,2.0,4,Automatic,Gasoline,29.0,47.0,38.6,230.5622093922981
Audi,Tt,2018,2.0,4,Automatic,Gasoline,27.7,44.4,36.2,245.68104279507176
Audi,Tt,2018,2.0,4,Automatic,Gasoline,26.1,39.9,33.6,264.57958454853883
Audi,Tt,2018,2.0,4,Manual,Gasoline,27.7,42.8,35.6,249.46075114576513
Audi,Tt,2018,2.0,4,Automatic,Gasoline,28.3,45.2,37.3,238.1216260936849
Audi,Tt,2018,2.0,4,Automatic,Gasoline,27.0,42.8,35.1,253.24045949645856
Audi,Tt,2018,2.0,4,Automatic,Gasoline,25.6,37.9,32.2,275.918709600619
Audi,Tt,2018,2.0,4,Manual,Gasoline,27.4,41.3,34.6,257.0201678471519
Audi,Tt Rs,2019,2.5,5,Automatic,Gasoline,22.2,35.6,29.0,306.1563764061663
Baic,Luba (Xb624),2000,3.4,6,Automatic,Gasoline,13.4,21.2,18.0,495.14179394083686
Bentley,Arnage,2002,6.8,8,Automatic,Gasoline,7.7,15.9,11.4,778.6199202428428
Bentley,Arnage,2002,6.8,8,Automatic,Gasoline,7.7,15.9,11.4,778.6199202428428
Bentley,Arnage,2002,6.8,8,Automatic,Gasoline,8.5,16.4,12.3,725.7040033331349
Bentley,Arnage,2002,6.8,8,Automatic,Gasoline,8.2,16.7,12.1,737.0431283852153
Bentley,Arnage,2002,6.8,8,Automatic,Gasoline,7.7,15.9,11.4,778.6199202428428
Bentley,Arnage,2002,6.8,8,Automatic,Gasoline,8.2,16.7,12.1,737.0431283852153
Bentley,Arnage,2002,6.8,8,Automatic,Gasoline,7.7,15.9,11.4,778.6199202428428
Bentley,Arnage,2002,6.8,8,Automatic,Gasoline,8.2,16.7,12.1,737.0431283852153
Bentley,Azure,1995,6.8,8,Automatic,Gasoline,8.4,17.8,12.6,706.805461579668
Bentley,Azure,1995,6.8,8,Automatic,Gasoline,9.2,18.1,13.3,669.0083780727338
Bentley,Azure,1995,6.8,8,Automatic,Gasoline,9.1,18.0,13.2,672.7880864234272
Bentley,Azure,2006,6.8,8,Automatic,Gasoline,7.7,15.9,11.4,778.6199202428428
Bentley,Azure,2006,6.8,8,Automatic,Gasoline,8.2,16.7,12.1,737.0431283852153
Bentley,Bentayga,2015,3.0,6,Automatic,Hybrid,42.5,57.6,50.0,177.64629248259035
Bentley,Bentayga,2015,4.0,8,Automatic,Gasoline,15.1,26.1,20.6,430.88675197904894
Bentley,Bentayga,2015,4.0,8,Automatic,Diesel,25.0,32.7,29.4,302.3766680554729
Bentley,Bentayga,2015,4.0,8,Automatic,Diesel,25.0,32.7,29.4,302.3766680554729
Bentley,Bentayga,2015,6.0,12,Automatic,Gasoline,12.4,24.5,18.0,495.14179394083686
Bentley,Bentayga,2015,6.0,6,Automatic,Gasoline,15.3,20.6,18.0,495.14179394083686
Bentley,Bentayga,2020,4.0,8,Automatic,Gasoline,11.8,21.0,18.0,495.14179394083686
Bentley,Brooklands,1994,6.8,8,Automatic,Gasoline,11.5,15.5,13.5,657.6692530206535
Bentley,Brooklands,2008,6.8,8,Automatic,Gasoline,8.2,16.7,12.1,737.0431283852153
Bentley,Brooklands,2008,6.8,8,Automatic,Gasoline,8.2,16.7,12.1,737.0431283852153
Bentley,Continental,1991,6.8,8,Automatic,Gasoline,7.9,15.1,9.3,960.0459210761264
Bentley,Continental,1991,6.8,4,Automatic,Gasoline,8.4,17.8,12.6,706.805461579668
Bentley,Continental,2008,6.0,12,Automatic,Gasoline,9.0,19.8,13.8,646.3301279685734
Bentley,Continental,2008,6.0,12,Automatic,Gasoline,9.0,20.1,13.8,642.5504196178799
Bentley,Continental Gt,2003,6.0,12,Automatic,Gasoline,9.0,20.1,13.8,642.5504196178799
Bentley,Continental Gt,2003,6.0,12,Automatic,Gasoline,9.3,20.3,14.2,627.4315862151063
Bentley,Continental Gt,2003,6.0,12,Automatic,Gasoline,9.3,20.3,14.2,627.4315862151063
Bentley,Continental Gt,2003,6.0,12,Automatic,Gasoline,9.3,20.3,14.2,627.4315862151063
Bentley,Continental Gt,2003,6.0,12,Automatic,Gasoline,9.6,20.3,14.4,616.0924611630261
Bentley,Continental Gt,2003,6.0,12,Automatic,Gasoline,9.6,20.3,14.4,616.0924611630261
Bentley,Continental Gt,2010,6.0,12,Automatic,Gasoline,9.3,20.6,14.3,623.6518778644129
Bentley,Continental Gt,2010,6.0,12,Automatic,Gasoline,9.3,20.6,14.3,623.6518778644129
Bentley,Continental Gt,2010,4.0,8,Automatic,Gasoline,12.7,25.6,18.5,480.0229605380632
Bentley,Continental Gt,2010,6.0,12,Automatic,Gasoline,10.4,22.6,15.8,563.1765442533183
Bentley,Continental Gt,2010,6.0,12,Automatic,Gasoline,10.6,23.3,16.2,548.0577108505446
Bentley,Continental Gt,2010,4.0,8,Automatic,Gasoline,14.9,29.4,21.6,411.98821022558184
Bentley,Continental Gt,2010,4.0,8,Automatic,Gasoline,14.9,29.4,21.6,411.98821022558184
Bentley,Continental Gt,2010,4.0,8,Automatic,Gasoline,15.3,30.5,22.2,400.6490851735016
Bentley,Continental Gt,2010,4.0,8,Automatic,Gasoline,15.3,30.5,22.2,400.6490851735016
Bentley,Continental Gt,2015,6.0,12,Automatic,Gasoline,10.8,23.8,16.4,540.4982941491579
Bentley,Continental Gt,2015,6.0,12,Automatic,Gasoline,10.7,24.0,16.6,536.7185857984645
Bentley,Continental Gt,2015,6.0,12,Automatic,Gasoline,10.5,22.4,15.8,563.1765442533183
Bentley,Continental Gt,2015,6.0,12,Automatic,Gasoline,10.5,22.4,15.8,563.1765442533183
Bentley,Continental Gt,2015,6.0,12,Automatic,Gasoline,10.8,22.8,16.1,551.837419201238
Bentley,Continental Gt,2015,6.0,12,Automatic,Gasoline,10.8,22.8,16.1,551.837419201238
Bentley,Continental Gt,2015,6.0,12,Automatic,Gasoline,9.6,21.4,13.2,672.7880864234272
Bentley,Continental Gt,2015,6.0,12,Automatic,Gasoline,9.7,22.0,15.0,593.4142110588656
Bentley,Continental Gt,2015,4.0,8,Automatic,Gasoline,14.8,29.4,21.6,411.98821022558184
Bentley,Continental Gt,2015,4.0,8,Automatic,Gasoline,15.2,30.5,22.2,400.6490851735016
Bentley,Continental Gt,2015,4.0,8,Automatic,Gasoline,14.6,29.0,21.2,419.54762692696863
Bentley,Continental Gt,2015,4.0,8,Automatic,Gasoline,15.0,30.2,22.0,404.428793524195
Bentley,Continental Gt,2018,6.0,12,Automatic,Gasoline,14.1,24.8,19.3,461.1244187845962
Bentley,Flying Spur,2013,4.0,8,Automatic,Gasoline,14.8,29.4,21.6,411.98821022558184
Bentley,Flying Spur,2013,6.0,12,Automatic,Gasoline,10.6,23.1,16.0,555.6171275519315
Bentley,Flying Spur,2013,4.0,8,Automatic,Gasoline,14.8,29.4,21.6,411.98821022558184
Bentley,Flying Spur,2013,6.0,12,Automatic,Gasoline,10.6,23.1,16.0,555.6171275519315
Bentley,Mulsanne,2010,6.8,8,Automatic,Gasoline,9.3,19.9,13.9,638.7707112671865
Bentley,Mulsanne,2016,6.8,8,Automatic,Gasoline,10.1,23.3,15.7,566.9562526040116
Bentley,Mulsanne,2016,6.8,8,Automatic,Gasoline,10.1,23.3,15.7,566.9562526040116
Bentley,Mulsanne,2016,6.8,8,Automatic,Gasoline,10.1,23.3,15.7,566.9562526040116
Bentley,Turbo R,1993,6.7,8,Automatic,Gasoline,9.2,17.7,13.2,672.7880864234272
Bmw,1 Series,2004,1.6,4,Automatic,Gasoline,22.2,39.2,30.5,291.03754300339267
Bmw,1 Series,2004,1.6,4,Manual,Gasoline,22.4,39.9,31.4,283.4781263020058
Bmw,1 Series,2004,2.0,4,Automatic,Diesel,30.5,52.3,42.0,211.66366763883101
Bmw,1 Series,2004,2.0,4,Automatic,Gasoline,23.3,42.0,32.2,275.918709600619
Bmw,1 Series,2004,2.0,4,Automatic,Gasoline,25.8,45.2,36.2,245.68104279507176
Bmw,1 Series,2004,2.0,4,Automatic,Diesel,32.7,52.3,43.6,204.10425093744425
Bmw,1 Series,2004,2.0,4,Manual,Diesel,30.5,52.3,42.0,211.66366763883101
Bmw,1 Series,2004,2.0,4,Manual,Gasoline,22.8,42.0,32.2,275.918709600619
Bmw,1 Series,2004,2.0,4,Manual,Gasoline,22.0,42.0,31.8,279.6984179513125
Bmw,1 Series,2004,2.0,4,Manual,Diesel,36.8,61.9,50.0,177.64629248259035
Bmw,1 Series,2004,3.0,6,Automatic,Gasoline,16.9,34.6,25.0,355.2925849651807
Bmw,1 Series,2004,3.0,6,Manual,Gasoline,17.2,34.6,25.6,347.73316826379386
Bmw,1 Series,2007,2.0,4,Automatic,Diesel,32.2,48.0,40.6,219.22308434021787
Bmw,1 Series,2007,2.0,4,Manual,Diesel,40.6,53.5,48.0,185.20570918397718
Bmw,1 Series,2007,2.0,4,Automatic,Gasoline,27.0,43.6,35.6,249.46075114576513
Bmw,1 Series,2007,2.0,4,Manual,Gasoline,27.7,42.8,35.6,249.46075114576513
Bmw,1 Series,2007,2.0,4,Automatic,Diesel,31.8,52.3,42.0,211.66366763883101
Bmw,1 Series,2007,2.0,4,Manual,Diesel,36.8,54.7,46.1,192.76512588536397
Bmw,1 Series,2007,2.0,4,Automatic,Gasoline,25.8,42.8,34.6,257.0201678471519
Bmw,1 Series,2007,2.0,4,Manual,Gasoline,26.4,45.2,35.6,249.46075114576513
Bmw,1 Series,2007,2.0,4,Automatic,Diesel,30.9,48.0,39.9,223.00279269091126
Bmw,1 Series,2007,2.0,4,Manual,Diesel,35.1,52.3,43.6,204.10425093744425
Bmw,1 Series,2007,3.0,6,Automatic,Gasoline,19.8,36.8,28.0,317.49550145824657
Bmw,1 Series,2007,3.0,6,Manual,Gasoline,20.1,39.2,29.0,306.1563764061663
Bmw,1 Series,2007,3.0,6,Automatic,Gasoline,18.0,27.0,21.0,423.32733527766203
Bmw,1 Series,2007,3.0,6,Manual,Gasoline,18.0,28.0,21.0,423.32733527766203
Bmw,1 Series,2007,3.0,6,Automatic,Gasoline,17.0,26.1,19.9,446.0055853818225
Bmw,1 Series,2007,3.0,6,Automatic,Gasoline,17.4,33.6,25.0,355.2925849651807
Bmw,1 Series,2007,3.0,6,Automatic,Gasoline,19.9,34.6,27.4,325.05491815963336
Bmw,1 Series,2007,3.0,6,Manual,Gasoline,17.0,26.1,19.9,446.0055853818225
Bmw,1 Series,2007,3.0,6,Manual,Gasoline,17.7,33.1,25.0,355.2925849651807
Bmw,1 Series,2007,2.0,4,Automatic,Diesel,34.1,52.3,43.6,204.10425093744425
Bmw,1 Series,2007,2.0,4,Manual,Diesel,43.6,58.8,52.3,170.08687578120353
Bmw,1 Series,2007,2.0,4,Automatic,Diesel,32.7,53.5,43.6,204.10425093744425
Bmw,1 Series,2007,2.0,4,Manual,Diesel,38.6,57.4,49.0,181.42600083328372
Bmw,1 Series,2007,2.0,4,Automatic,Gasoline,26.4,44.4,35.6,249.46075114576513
Bmw,1 Series,2007,2.0,4,Manual,Gasoline,27.4,43.6,35.6,249.46075114576513
Bmw,1 Series,2007,2.0,4,Automatic,Diesel,32.2,51.1,42.0,211.66366763883101
Bmw,1 Series,2007,2.0,4,Manual,Diesel,36.2,53.5,45.2,196.54483423605743
Bmw,1 Series,2007,3.0,6,Automatic,Gasoline,20.1,37.9,28.7,309.9360847568597
Bmw,1 Series,2007,3.0,6,Manual,Gasoline,20.6,39.9,29.8,298.5969597047795
Bmw,1 Series,2007,3.0,6,Automatic,Gasoline,19.0,28.0,22.0,404.428793524195
Bmw,1 Series,2007,3.0,6,Manual,Gasoline,18.0,28.0,22.0,404.428793524195
Bmw,1 Series,2007,3.0,6,Automatic,Gasoline,18.0,26.1,21.0,423.32733527766203
