make,model,year,engine_size,cylinders,transmission,fuel_type,city_mpg,highway_mpg,combined_mpg,co2_emissions
Ac,Ace,1993,4.9,8,Automatic,Gasoline,25.0,33.8,29.4,302.3766680554729
Ac,Aceca,1998,3.5,8,Manual,Gasoline,11.8,26.1,17.6,506.4809189929171
Ac,Aceca,1998,4.6,8,Manual,Gasoline,15.6,22.4,19.3,461.1244187845962
Ac,Cobra,1990,4.9,8,Manual,Gasoline,13.8,23.5,16.3,544.2780024998513
Ac,Cobra,1990,4.9,8,Manual,Gasoline,13.1,19.6,15.0,593.4142110588656
Acura,Integra,1991,1.8,4,Automatic,Gasoline,25.0,30.9,27.7,321.27520980893996
Acura,Integra,1991,1.8,4,Manual,Gasoline,25.0,30.9,27.7,321.27520980893996
Acura,Integra,1991,1.8,4,Manual,Gasoline,25.0,30.9,28.0,317.49550145824657
Acura,Integra,1991,1.8,4,Manual,Gasoline,24.2,30.2,26.7,332.6143348610202
Acura,Integra,1991,1.8,4,Manual,Gasoline,25.0,30.9,27.4,325.05491815963336
Acura,Integra,1991,1.8,4,Automatic,Gasoline,25.0,30.9,28.0,317.49550145824657
Acura,Integra,1991,1.8,4,Manual,Gasoline,25.0,30.9,28.0,317.49550145824657
Acura,Integra,1991,1.8,4,Manual,Gasoline,25.0,30.9,27.4,325.05491815963336
Acura,Mdx,2001,3.5,6,Automatic,Gasoline,17.0,23.1,17.8,498.92150229153026
Acura,Mdx,2006,3.7,6,Automatic,Gasoline,17.0,22.0,19.4,457.3447104339028
Acura,Mdx,2013,3.5,6,Automatic,Gasoline,15.6,30.5,22.6,393.08966847211485
Acura,Nsx,1990,3.0,6,Manual,Gasoline,20.0,27.0,23.5,377.97083506934115
Acura,Nsx,2002,3.0,6,Manual,Gasoline,20.0,27.0,23.5,377.97083506934115
Acura,Nsx,2002,3.0,6,Manual,Gasoline,20.0,27.0,23.5,377.97083506934115
Acura,Nsx,2002,3.2,6,Manual,Gasoline,14.7,26.1,19.6,453.5650020832093
Acura,Rdx,2006,2.3,4,Automatic,Gasoline,19.3,26.1,19.9,446.0055853818225
Acura,Rdx,2012,3.5,6,Automatic,Gasoline,16.8,30.9,23.5,377.97083506934115
Acura,Rsx,2002,2.0,4,Manual,Gasoline,24.0,30.9,27.0,328.83462651032676
Acura,Slx,1996,3.2,6,Automatic,Gasoline,12.5,16.9,14.7,604.7533361109458
Acura,Slx,1996,3.5,6,Automatic,Gasoline,13.3,18.0,15.7,566.9562526040116
Acura,Tl,2008,3.5,6,Automatic,Gasoline,18.0,26.1,21.0,423.32733527766203
Acura,Tl,2008,3.7,6,Automatic,Gasoline,17.0,25.0,19.9,446.0055853818225
Acura,Tlx,2014,2.4,4,Automatic,Gasoline,24.0,35.0,28.0,317.49550145824657
Acura,Tlx,2014,3.5,6,Automatic,Gasoline,21.0,33.7,25.0,355.2925849651807
Acura,Tlx,2014,3.5,6,Automatic,Gasoline,21.0,31.0,25.0,355.2925849651807
Acura,Tsx,2003,3.5,6,Automatic,Gasoline,18.0,27.0,21.0,423.32733527766203
Acura,Tsx,2003,3.5,6,Manual,Gasoline,18.0,27.0,21.0,423.32733527766203
Acura,Zdx,2009,3.7,6,Automatic,Gasoline,16.0,22.0,18.0,495.14179394083686
Alfa Romeo,145,1994,1.4,4,Manual,Gasoline,22.0,37.3,29.8,298.5969597047795
Alfa Romeo,145,1994,1.4,4,Manual,Gasoline,23.3,37.3,28.7,309.9360847568597
Alfa Romeo,145,1994,1.6,4,Manual,Gasoline,22.0,37.3,29.0,306.1563764061663
Alfa Romeo,145,1994,1.6,4,Manual,Gasoline,21.2,36.2,29.0,306.1563764061663
Alfa Romeo,145,1994,1.7,4,Manual,Gasoline,20.3,35.1,27.7,321.27520980893996
Alfa Romeo,145,1994,1.7,4,Manual,Gasoline,20.5,35.6,28.0,317.49550145824657
Alfa Romeo,145,1994,1.9,4,Manual,Diesel,26.7,47.0,37.9,234.3419177429915
Alfa Romeo,145,1994,2.0,4,Manual,Gasoline,21.2,36.8,28.0,317.49550145824657
Alfa Romeo,145,1994,2.0,4,Manual,Gasoline,19.0,35.6,28.0,317.49550145824657
Alfa Romeo,146,1994,1.4,4,Manual,Gasoline,22.0,37.3,27.7,321.27520980893996
Alfa Romeo,146,1994,1.4,4,Manual,Gasoline,24.1,32.6,28.3,313.71579310755317
Alfa Romeo,146,1994,1.6,4,Manual,Gasoline,24.4,33.0,28.7,309.9360847568597
Alfa Romeo,146,1994,1.6,4,Manual,Gasoline,20.8,35.6,28.7,309.9360847568597
Alfa Romeo,146,1994,1.7,4,Manual,Gasoline,23.5,31.8,27.7,321.27520980893996
Alfa Romeo,146,1994,1.9,4,Manual,Diesel,30.9,50.0,36.2,245.68104279507176
Alfa Romeo,146,1994,1.9,4,Manual,Diesel,26.7,47.0,37.9,234.3419177429915
Alfa Romeo,146,1994,2.0,4,Manual,Gasoline,22.5,30.4,26.4,336.3940432117136
Alfa Romeo,146,1994,2.0,4,Manual,Gasoline,19.0,35.6,26.4,336.3940432117136
Alfa Romeo,147,2000,3.2,6,Manual,Gasoline,13.0,27.4,19.4,457.3447104339028
Alfa Romeo,147,2000,1.6,4,Manual,Gasoline,21.2,37.3,29.0,306.1563764061663
Alfa Romeo,147,2000,1.6,4,Manual,Gasoline,21.0,36.8,28.7,309.9360847568597
Alfa Romeo,147,2000,1.9,4,Manual,Diesel,30.2,50.0,40.6,219.22308434021787
Alfa Romeo,147,2000,1.9,4,Manual,Diesel,30.2,50.0,40.6,219.22308434021787
Alfa Romeo,147,2000,1.9,4,Manual,Diesel,29.4,50.0,39.9,223.00279269091126
Alfa Romeo,147,2000,2.0,4,Manual,Gasoline,19.4,33.6,26.4,336.3940432117136
Alfa Romeo,147,2004,1.6,4,Manual,Gasoline,21.0,36.8,28.3,313.71579310755317
Alfa Romeo,147,2004,2.0,4,Manual,Gasoline,19.4,33.6,26.4,336.3940432117136
Alfa Romeo,147,2004,2.0,4,Automatic,Gasoline,19.4,33.6,26.4,336.3940432117136
Alfa Romeo,147,2004,1.6,4,Manual,Gasoline,21.2,37.3,29.0,306.1563764061663
Alfa Romeo,147,2004,1.6,4,Manual,Gasoline,21.0,36.8,28.3,313.71579310755317
Alfa Romeo,147,2004,2.0,4,Manual,Gasoline,19.4,33.6,26.4,336.3940432117136
Alfa Romeo,147,2004,2.0,4,Automatic,Gasoline,19.4,33.6,26.4,336.3940432117136
Alfa Romeo,155,1992,1.7,4,Manual,Gasoline,24.7,33.4,29.0,306.1563764061663
Alfa Romeo,155,1992,1.8,4,Manual,Gasoline,24.1,32.6,28.3,313.71579310755317
Alfa Romeo,155,1992,1.9,4,Manual,Diesel,28.2,38.1,33.1,268.35929289923223
Alfa Romeo,155,1992,2.0,4,Manual,Gasoline,25.0,33.8,29.4,302.3766680554729
Alfa Romeo,155,1992,2.0,4,Manual,Gasoline,20.4,27.6,24.0,370.41141836795435
Alfa Romeo,155,1992,2.5,6,Manual,Gasoline,21.0,28.5,24.8,359.0722933158741
Alfa Romeo,155,1992,2.5,4,Manual,Diesel,28.2,38.1,33.1,268.35929289923223
Alfa Romeo,155,1995,1.6,4,Manual,Gasoline,25.6,34.7,30.2,294.8172513540861
Alfa Romeo,155,1995,1.7,4,Manual,Gasoline,24.7,33.4,29.0,306.1563764061663
Alfa Romeo,155,1995,1.7,4,Manual,Gasoline,25.3,34.2,29.8,298.5969597047795
Alfa Romeo,155,1995,2.0,4,Manual,Gasoline,24.1,32.6,28.3,313.71579310755317
Alfa Romeo,155,1995,2.0,4,Manual,Gasoline,20.4,27.6,24.0,370.41141836795435
Alfa Romeo,155,1995,2.5,6,Manual,Gasoline,21.5,29.1,25.3,351.5128766144873
Alfa Romeo,155,1995,2.5,4,Manual,Diesel,28.2,38.1,33.1,268.35929289923223
Alfa Romeo,156,1997,3.2,6,Manual,Gasoline,12.8,26.7,19.4,457.3447104339028
Alfa Romeo,156,2002,1.9,4,Manual,Diesel,25.3,40.6,33.1,268.35929289923223
Alfa Romeo,156,2002,3.2,6,Manual,Gasoline,13.0,27.4,19.4,457.3447104339028
Alfa Romeo,156,2002,1.6,4,Manual,Gasoline,21.4,39.2,29.4,302.3766680554729
Alfa Romeo,156,2002,1.7,4,Manual,Gasoline,19.4,36.8,27.4,325.05491815963336
Alfa Romeo,156,2002,1.9,4,Manual,Diesel,29.8,48.0,39.2,226.78250104160466
Alfa Romeo,156,2002,1.9,4,Manual,Diesel,28.7,49.0,38.6,230.5622093922981
Alfa Romeo,156,2002,2.0,4,Manual,Gasoline,19.3,35.6,26.4,336.3940432117136
Alfa Romeo,156,2002,2.4,5,Manual,Diesel,26.4,43.6,35.6,249.46075114576513
Alfa Romeo,156,2002,2.4,5,Manual,Diesel,26.7,44.4,35.1,253.24045949645856
Alfa Romeo,156,2002,2.5,6,Automatic,Gasoline,13.4,27.7,19.9,446.0055853818225
Alfa Romeo,156,2002,2.5,6,Manual,Gasoline,13.4,27.7,19.9,446.0055853818225
Alfa Romeo,156,2002,1.6,4,Manual,Gasoline,20.5,36.2,28.7,309.9360847568597
Alfa Romeo,159,2005,1.7,4,Manual,Gasoline,19.9,39.2,29.0,306.1563764061663
Alfa Romeo,159,2005,1.8,4,Manual,Gasoline,22.8,39.2,30.9,287.2578346526992
Alfa Romeo,159,2005,1.9,4,Manual,Diesel,35.6,53.5,45.2,196.54483423605743
Alfa Romeo,159,2005,1.9,4,Manual,Diesel,35.6,53.5,45.2,196.54483423605743
Alfa Romeo,159,2005,1.9,4,Manual,Diesel,30.2,49.0,39.9,223.00279269091126
Alfa Romeo,159,2005,1.9,4,Manual,Diesel,31.4,51.1,41.3,215.44337598952447
Alfa Romeo,159,2005,1.9,4,Manual,Diesel,31.4,51.1,41.3,215.44337598952447
Alfa Romeo,159,2005,1.9,4,Automatic,Diesel,24.8,45.2,34.6,257.0201678471519
Alfa Romeo,159,2005,1.9,4,Manual,Gasoline,19.3,35.6,27.0,328.83462651032676
Alfa Romeo,159,2005,2.0,4,Manual,Diesel,35.6,54.7,46.1,192.76512588536397
Alfa Romeo,159,2005,2.0,4,Manual,Diesel,35.6,54.7,46.1,192.76512588536397
Alfa Romeo,159,2005,2.0,4,Manual,Diesel,33.1,53.5,43.6,204.10425093744425
Alfa Romeo,159,2005,2.2,4,Manual,Gasoline,18.1,32.2,25.0,355.2925849651807
Alfa Romeo,159,2005,2.2,4,Automatic,Gasoline,18.4,33.1,25.6,347.73316826379386
Alfa Romeo,159,2005,2.4,5,Manual,Diesel,25.6,43.6,34.6,257.0201678471519
Alfa Romeo,159,2005,2.4,5,Manual,Diesel,25.6,43.6,34.6,257.0201678471519
Alfa Romeo,159,2005,2.4,5,Automatic,Diesel,20.6,40.6,29.8,298.5969597047795
Alfa Romeo,159,2005,2.4,5,Manual,Diesel,24.2,40.6,32.7,272.1390012499256
Alfa Romeo,159,2005,3.2,6,Manual,Gasoline,14.3,29.8,21.4,415.76791857627524
Alfa Romeo,159,2005,3.2,6,Automatic,Gasoline,12.8,27.4,19.3,461.1244187845962
Alfa Romeo,159,2005,3.2,6,Manual,Gasoline,14.1,28.3,20.6,430.88675197904894
Alfa Romeo,159,2005,1.7,4,Manual,Gasoline,19.6,37.9,28.3,313.71579310755317
Alfa Romeo,159,2005,1.8,4,Manual,Gasoline,22.0,38.6,30.2,294.8172513540861
Alfa Romeo,159,2005,1.9,4,Manual,Diesel,35.6,52.3,44.4,200.3245425867508
Alfa Romeo,159,2005,1.9,4,Manual,Diesel,35.1,52.3,44.4,200.3245425867508
Alfa Romeo,159,2005,1.9,4,Manual,Diesel,29.8,48.0,39.2,226.78250104160466
Alfa Romeo,159,2005,1.9,4,Manual,Diesel,30.9,50.0,40.6,219.22308434021787
Alfa Romeo,159,2005,1.9,4,Manual,Diesel,28.3,49.0,39.2,226.78250104160466
Alfa Romeo,159,2005,1.9,4,Automatic,Diesel,24.5,44.4,34.1,260.7998761978454
Alfa Romeo,159,2005,1.9,4,Manual,Gasoline,19.0,35.1,26.7,332.6143348610202
Alfa Romeo,159,2005,2.0,4,Manual,Diesel,35.1,53.5,45.2,196.54483423605743
Alfa Romeo,159,2005,2.0,4,Manual,Diesel,35.1,53.5,45.2,196.54483423605743
Alfa Romeo,159,2005,2.0,4,Manual,Diesel,32.7,52.3,42.8,207.88395928813762
Alfa Romeo,159,2005,2.2,4,Manual,Gasoline,17.8,32.2,24.8,359.0722933158741
Alfa Romeo,159,2005,2.2,4,Automatic,Gasoline,18.1,32.7,25.3,351.5128766144873
Alfa Romeo,159,2005,2.4,5,Manual,Diesel,25.0,42.0,33.6,264.57958454853883
Alfa Romeo,159,2005,2.4,5,Manual,Diesel,25.6,42.8,34.1,260.7998761978454
Alfa Romeo,159,2005,2.4,5,Automatic,Diesel,19.9,39.2,29.0,306.1563764061663
Alfa Romeo,159,2005,2.4,5,Manual,Diesel,23.8,39.9,31.8,279.6984179513125
Alfa Romeo,159,2005,3.2,6,Manual,Gasoline,14.3,29.8,21.4,415.76791857627524
Alfa Romeo,159,2005,3.2,6,Automatic,Gasoline,12.6,27.4,19.1,464.9041271352896
Alfa Romeo,159,2005,3.2,6,Manual,Gasoline,13.8,28.3,20.5,434.66646032974234
Alfa Romeo,166,1998,2.0,4,Manual,Gasoline,18.1,33.6,26.1,340.17375156240706
Alfa Romeo,166,1998,2.0,4,Manual,Gasoline,18.1,33.6,26.1,340.17375156240706
Alfa Romeo,166,1998,2.4,5,Manual,Diesel,28.6,38.6,33.6,264.57958454853883
Alfa Romeo,166,1998,2.4,5,Manual,Diesel,23.5,47.0,33.6,264.57958454853883
Alfa Romeo,166,1998,2.4,5,Manual,Diesel,26.1,39.2,33.6,264.57958454853883
Alfa Romeo,166,1998,2.5,6,Manual,Gasoline,13.8,29.4,21.4,415.76791857627524
Alfa Romeo,166,1998,3.0,6,Manual,Gasoline,13.1,26.1,19.6,453.5650020832093
Alfa Romeo,166,1998,3.2,6,Manual,Gasoline,13.1,26.1,19.6,453.5650020832093
Alfa Romeo,33,1990,1.4,4,Manual,Gasoline,23.8,41.3,29.8,298.5969597047795
Alfa Romeo,33,1990,1.4,4,Manual,Gasoline,24.8,40.6,30.2,294.8172513540861
Alfa Romeo,33,1990,1.4,4,Manual,Gasoline,24.8,40.6,30.2,294.8172513540861
Alfa Romeo,33,1990,1.5,4,Manual,Gasoline,22.6,39.2,29.4,302.3766680554729
Alfa Romeo,33,1990,1.5,4,Manual,Gasoline,24.8,39.2,29.4,302.3766680554729
Alfa Romeo,33,1990,1.7,4,Manual,Gasoline,23.8,41.3,30.9,287.2578346526992
Alfa Romeo,33,1990,1.7,4,Manual,Gasoline,22.4,39.9,29.8,298.5969597047795
Alfa Romeo,33,1990,1.7,4,Manual,Gasoline,21.6,41.3,30.9,287.2578346526992
Alfa Romeo,33,1990,1.8,4,Manual,Diesel,32.2,48.0,33.6,264.57958454853883
Alfa Romeo,33,1990,1.4,4,Manual,Gasoline,24.8,41.3,31.4,283.4781263020058
Alfa Romeo,33,1990,1.4,4,Manual,Gasoline,24.5,38.6,28.3,313.71579310755317
Alfa Romeo,33,1990,1.5,4,Manual,Gasoline,23.5,39.2,30.2,294.8172513540861
Alfa Romeo,33,1990,1.7,4,Manual,Gasoline,21.6,41.3,30.9,287.2578346526992
Alfa Romeo,33,1990,1.8,4,Manual,Diesel,32.2,50.0,35.1,253.24045949645856
Alfa Romeo,4C,2013,1.7,4,Automatic,Gasoline,24.0,47.0,34.6,257.0201678471519
Alfa Romeo,8C Competizione,2007,4.7,8,Manual,Gasoline,13.3,18.0,15.7,566.9562526040116
Alfa Romeo,Brera,2005,2.2,4,Automatic,Gasoline,17.2,29.8,24.0,370.41141836795435
Alfa Romeo,Brera,2005,2.2,4,Manual,Gasoline,18.1,32.2,25.0,355.2925849651807
Alfa Romeo,Brera,2005,2.4,5,Manual,Diesel,26.7,43.6,34.6,257.0201678471519
Alfa Romeo,Brera,2005,3.2,6,Automatic,Gasoline,13.1,29.4,19.6,453.5650020832093
Alfa Romeo,Brera,2005,3.2,6,Manual,Gasoline,13.9,28.0,20.5,434.66646032974234
Alfa Romeo,Giulia,2016,2.0,4,Automatic,Gasoline,28.0,51.1,39.2,226.78250104160466
Alfa Romeo,Giulia,2016,2.0,4,Automatic,Gasoline,26.4,48.0,36.8,241.90133444437834
Alfa Romeo,Giulia,2016,2.1,4,Automatic,Diesel,49.0,73.5,61.9,143.6289173263496
Alfa Romeo,Giulia,2016,2.1,4,Automatic,Diesel,44.4,67.2,56.0,158.74775072912328
Alfa Romeo,Giulia,2016,2.1,4,Automatic,Diesel,44.4,67.2,56.0,158.74775072912328
Alfa Romeo,Giulia,2016,2.1,4,Automatic,Diesel,40.6,58.8,50.0,177.64629248259035
Alfa Romeo,Giulia,2016,2.1,4,Automatic,Diesel,40.6,58.8,50.0,177.64629248259035
Alfa Romeo,Giulia,2016,2.1,4,Manual,Diesel,44.4,67.2,56.0,158.74775072912328
Alfa Romeo,Giulia,2016,2.9,6,Automatic,Gasoline,19.0,41.3,28.7,309.9360847568597
Alfa Romeo,Giulia,2016,2.9,6,Manual,Gasoline,18.4,39.2,27.7,321.27520980893996
Alfa Romeo,Giulietta,2010,1.4,4,Manual,Gasoline,28.0,44.4,36.8,241.90133444437834
Alfa Romeo,Giulietta,2010,1.4,4,Manual,Gasoline,31.2,42.3,36.8,241.90133444437834
Alfa Romeo,Giulietta,2010,1.4,4,Manual,Gasoline,30.2,51.1,40.6,219.22308434021787
Alfa Romeo,Giulietta,2010,1.4,4,Automatic,Gasoline,35.6,54.7,46.1,192.76512588536397
Alfa Romeo,Giulietta,2010,1.6,4,Manual,Diesel,42.8,63.6,53.5,166.3071674305101
Alfa Romeo,Giulietta,2010,1.7,4,Manual,Gasoline,21.8,40.6,30.9,287.2578346526992
Alfa Romeo,Giulietta,2010,2.0,4,Manual,Diesel,40.6,57.4,50.0,177.64629248259035
Alfa Romeo,Gt,2003,1.7,4,Manual,Gasoline,21.4,39.2,29.4,302.3766680554729
Alfa Romeo,Gt,2003,1.9,4,Manual,Diesel,29.4,47.0,39.2,226.78250104160466
Alfa Romeo,Gt,2003,2.0,4,Manual,Gasoline,19.6,39.2,29.4,302.3766680554729
Alfa Romeo,Gt,2003,2.0,4,Automatic,Gasoline,19.3,35.1,27.0,328.83462651032676
Alfa Romeo,Gt,2003,3.2,6,Manual,Gasoline,13.1,29.4,19.6,453.5650020832093
Alfa Romeo,Gtv,1995,2.0,4,Manual,Gasoline,17.7,34.6,25.6,347.73316826379386
Alfa Romeo,Gtv,1995,2.0,4,Manual,Gasoline,17.7,34.6,25.6,347.73316826379386
Alfa Romeo,Gtv,1995,2.0,6,Manual,Gasoline,21.0,28.5,24.8,359.0722933158741
Alfa Romeo,Gtv,1995,3.2,6,Manual,Gasoline,11.8,25.3,17.8,498.92150229153026
Alfa Romeo,Mito,2008,1.2,4,Manual,Diesel,42.8,65.3,54.7,162.52745907981668
Alfa Romeo,Mito,2008,1.2,4,Manual,Diesel,39.2,65.3,52.3,170.08687578120353
Alfa Romeo,Mito,2008,1.4,4,Manual,Gasoline,30.5,49.0,39.9,223.00279269091126
Alfa Romeo,Mito,2008,1.4,4,Manual,Gasoline,22.2,35.6,29.0,306.1563764061663
Alfa Romeo,Mito,2008,1.4,4,Manual,Gasoline,30.5,49.0,39.9,223.00279269091126
Alfa Romeo,Mito,2008,1.4,4,Manual,Gasoline,31.4,50.0,41.3,215.44337598952447
Alfa Romeo,Mito,2008,1.4,4,Manual,Gasoline,31.8,52.3,42.0,211.66366763883101
Alfa Romeo,Mito,2008,1.4,4,Manual,Gasoline,29.0,49.0,39.2,226.78250104160466
Alfa Romeo,Mito,2008,1.4,4,Manual,Gasoline,27.7,44.4,36.2,245.68104279507176
Alfa Romeo,Mito,2008,1.4,4,Manual,Gasoline,29.0,47.0,38.6,230.5622093922981
Alfa Romeo,Mito,2008,1.4,4,Automatic,Gasoline,33.1,52.3,42.8,207.88395928813762
Alfa Romeo,Mito,2008,1.6,4,Manual,Diesel,39.9,57.4,49.0,181.42600083328372
Alfa Romeo,Mito,2016,0.9,2,Manual,Hybrid,47.0,61.9,56.0,158.74775072912328
Alfa Romeo,Mito,2016,1.4,4,Automatic,Hybrid,32.2,52.3,42.8,207.88395928813762
Alfa Romeo,Mito,2016,1.4,4,Automatic,Hybrid,33.6,53.5,43.6,204.10425093744425
Alfa Romeo,Mito,2016,1.4,4,Automatic,Hybrid,33.6,53.5,43.6,204.10425093744425
Alfa Romeo,Mito,2016,1.4,4,Manual,Hybrid,31.8,52.3,42.0,211.66366763883101
Alfa Romeo,Mito,2016,1.4,4,Manual,Hybrid,29.0,52.3,39.2,226.78250104160466
Alfa Romeo,Mito,2016,1.4,4,Manual,Hybrid,30.9,50.0,40.6,219.22308434021787
Alfa Romeo,Mito,2016,1.4,4,Manual,Hybrid,30.5,49.0,39.9,223.00279269091126
Alfa Romeo,Mito,2016,1.6,4,Manual,Diesel,39.9,57.4,49.0,181.42600083328372
Alfa Romeo,Mito,2013,0.9,2,Manual,Hybrid,47.0,61.9,56.0,158.74775072912328
Alfa Romeo,Mito,2013,1.2,4,Manual,Diesel,53.5,81.1,67.2,132.28979227426942
Alfa Romeo,Mito,2013,1.4,4,Manual,Hybrid,31.8,52.3,42.0,211.66366763883101
Alfa Romeo,Mito,2013,1.4,4,Manual,Hybrid,29.0,49.0,39.2,226.78250104160466
Alfa Romeo,Mito,2013,1.4,4,Automatic,Hybrid,33.6,53.5,43.6,204.10425093744425
Alfa Romeo,Mito,2013,1.4,4,Automatic,Hybrid,33.1,52.3,42.8,207.88395928813762
Alfa Romeo,Mito,2013,1.6,4,Manual,Diesel,44.4,61.9,53.5,166.3071674305101
Alfa Romeo,Spider,1995,2.0,4,Manual,Gasoline,17.7,34.6,25.6,347.73316826379386
Alfa Romeo,Spider,1995,2.0,4,Manual,Gasoline,17.7,34.6,25.6,347.73316826379386
Alfa Romeo,Spider,1995,2.0,4,Manual,Gasoline,18.0,35.6,26.1,340.17375156240706
Alfa Romeo,Spider,1995,3.0,6,Manual,Gasoline,14.0,26.7,20.1,442.2258770311291
Alfa Romeo,Spider,1995,3.2,6,Manual,Gasoline,11.8,25.6,17.8,498.92150229153026
Alfa Romeo,Spider,2006,2.2,4,Manual,Gasoline,17.8,32.2,24.8,359.0722933158741
Alfa Romeo,Spider,2006,3.2,6,Automatic,Gasoline,12.6,27.4,25.3,351.5128766144873
Alfa Romeo,Spider,2006,3.2,6,Manual,Gasoline,14.7,29.4,21.4,415.76791857627524
Alfa Romeo,Stelvio,2017,2.0,4,Automatic,Gasoline,26.4,39.9,33.6,264.57958454853883
Alfa Romeo,Stelvio,2017,2.0,4,Automatic,Gasoline,26.4,39.9,33.6,264.57958454853883
Alfa Romeo,Stelvio,2017,2.1,4,Automatic,Diesel,42.8,54.7,50.0,177.64629248259035
Alfa Romeo,Stelvio,2017,2.1,4,Automatic,Diesel,42.8,54.7,50.0,177.64629248259035
Alfa Romeo,Stelvio,2017,2.1,4,Automatic,Diesel,42.8,53.5,49.0,181.42600083328372
Alfa Romeo,Stelvio,2017,2.1,4,Automatic,Diesel,42.8,53.5,49.0,181.42600083328372
Alfa Romeo,Stelvio,2017,2.9,6,Automatic,Gasoline,22.2,30.1,26.1,340.17375156240706
Alpina,B10,1998,3.3,6,Manual,Gasoline,16.0,33.6,23.5,377.97083506934115
Alpina,B10,1998,4.6,8,Automatic,Gasoline,15.4,20.8,18.1,491.3620855901435
Alpina,B10,1998,3.3,6,Manual,Gasoline,16.8,33.6,23.5,377.97083506934115
Alpina,B10,1998,4.6,8,Automatic,Gasoline,12.4,26.1,18.1,491.3620855901435
Alpina,B12,1990,5.0,12,Automatic,Gasoline,12.4,29.4,23.5,377.97083506934115
Alpina,B12,1990,5.6,12,Manual,Gasoline,15.4,20.8,18.1,491.3620855901435
Alpina,B12,1995,5.6,12,Automatic,Gasoline,18.2,24.6,21.4,415.76791857627524
Alpina,B12,1995,6.0,12,Automatic,Gasoline,9.6,23.1,15.2,585.8547943574788
Alpina,B3,1993,3.0,6,Manual,Gasoline,22.2,30.1,26.1,340.17375156240706
Alpina,B3,1993,3.0,6,Manual,Gasoline,22.2,30.1,26.1,340.17375156240706
Alpina,B3,1993,3.2,6,Manual,Gasoline,22.2,30.1,26.1,340.17375156240706
Alpina,B3,1999,3.3,6,Manual,Gasoline,14.7,29.4,21.4,415.76791857627524
Alpina,B3,1999,3.3,6,Manual,Gasoline,14.7,29.4,21.4,415.76791857627524
Alpina,B3,1999,3.3,6,Automatic,Gasoline,13.8,29.4,21.4,415.76791857627524
Alpina,B3,1999,3.3,6,Manual,Gasoline,14.7,33.6,23.5,377.97083506934115
Alpina,B3,1999,3.3,6,Manual,Gasoline,14.7,33.6,23.5,377.97083506934115
Alpina,B3,1999,3.3,6,Automatic,Gasoline,13.8,29.4,21.4,415.76791857627524
Alpina,B3,1999,3.3,6,Manual,Gasoline,14.7,33.6,21.4,415.76791857627524
Alpina,B3,1999,3.3,6,Manual,Gasoline,14.7,29.4,21.4,415.76791857627524
Alpina,B3,2006,3.0,6,Automatic,Gasoline,16.6,31.8,23.8,374.19112671864775
Alpina,B3,2006,3.0,6,Automatic,Gasoline,16.1,31.4,23.3,381.75054342003455
Alpina,B3,2006,3.0,6,Automatic,Gasoline,16.8,32.7,24.2,366.63171001726084
Alpina,B3,2006,3.0,6,Automatic,Gasoline,17.2,32.7,24.5,362.85200166656745
Alpina,B3,2006,3.0,6,Automatic,Gasoline,16.0,30.9,23.1,385.53025177072794
Alpina,B3,2006,3.0,6,Automatic,Gasoline,16.7,32.2,24.0,370.41141836795435
Alpina,B3,2006,3.0,6,Automatic,Gasoline,16.0,30.9,23.1,385.53025177072794
Alpina,B3,2006,3.0,6,Automatic,Gasoline,16.6,31.8,23.8,374.19112671864775
Alpina,B3,2013,3.0,6,Automatic,Gasoline,23.1,38.6,30.9,287.2578346526992
Alpina,B3,2013,3.0,6,Automatic,Gasoline,22.2,37.3,29.8,298.5969597047795
Alpina,B3,2013,3.0,6,Automatic,Gasoline,22.6,37.9,30.5,291.03754300339267
Alpina,B3,2013,3.0,6,Automatic,Gasoline,21.8,36.8,29.4,302.3766680554729
Alpina,B4,2013,3.0,6,Automatic,Gasoline,23.1,38.6,30.9,287.2578346526992
Alpina,B4,2013,3.0,6,Automatic,Gasoline,22.2,37.3,29.8,298.5969597047795
Alpina,B5,2005,4.4,8,Automatic,Gasoline,12.6,27.0,19.1,464.9041271352896
Alpina,B5,2005,4.4,8,Automatic,Gasoline,12.6,26.7,19.0,468.683835485983
Alpina,B5,2010,4.4,8,Automatic,Gasoline,15.7,29.8,22.4,396.8693768228082
Alpina,B5,2010,4.4,8,Automatic,Gasoline,15.6,29.4,22.2,400.6490851735016
Alpina,B6,1992,2.8,6,Manual,Gasoline,18.1,39.2,29.4,302.3766680554729
Alpina,B6,2007,4.4,8,Automatic,Gasoline,12.4,25.3,18.4,483.80266888875667
Alpina,B6,2007,4.4,8,Automatic,Gasoline,12.6,27.0,19.1,464.9041271352896
Alpina,B6,2011,4.4,8,Automatic,Gasoline,17.8,31.4,24.5,362.85200166656745
Alpina,B6,2011,4.4,8,Automatic,Gasoline,18.2,31.8,25.0,355.2925849651807
Alpina,B6,2011,4.4,8,Automatic,Gasoline,16.4,28.7,22.6,393.08966847211485
Alpina,B7,2005,4.4,8,Automatic,Gasoline,11.8,23.5,14.8,600.9736277602524
Alpina,B7,2005,4.4,8,Automatic,Gasoline,11.8,23.5,14.8,600.9736277602524
Alpina,B7,2009,4.4,8,Automatic,Gasoline,13.3,27.4,19.8,449.785293732516
